139,11,-16,-3,-9,-2,7,13
143,10,-16,-1,-10,-5,6,13
147,10,-14,-1,-9,-3,9,16
151,12,-15,0,-10,-3,7,15
148,13,-16,-1,-11,-3,7,16
153,12,-14,-3,-9,-2,8,14
152,11,-14,0,-9,-2,7,12
151,12,-15,-1,-10,-4,7,12
152,12,-12,0,-10,-3,6,8
148,12,-15,0,-9,-2,7,13
152,11,-14,-1,-9,-2,8,12
148,12,-15,1,-9,-2,5,15
141,11,-15,-4,-9,-1,7,15
134,11,-15,-1,-9,-2,6,15
134,13,-13,0,-10,-1,8,17
124,13,-15,-2,-8,-4,6,15
120,13,-16,-2,-9,-4,6,12
112,10,-17,-1,-10,-5,7,15
109,10,-14,-1,-8,-2,7,16
102,12,-13,-1,-10,-2,7,17
94,11,-15,-1,-8,-4,9,17
87,13,-15,0,-8,-3,7,16
78,12,-14,-1,-9,-2,7,16
72,13,-16,0,-8,-4,8,16
61,11,-16,-5,-10,-1,5,15
53,13,-15,-2,-10,-1,7,12
42,10,-17,-2,-9,-1,5,8
42,11,-16,-2,-9,-4,8,13
34,9,-17,-2,-9,-4,6,11
28,11,-18,-4,-10,-2,6,11
16,11,-16,-2,-10,-4,7,8
7,10,-14,-2,-9,-4,7,9
5,17,-11,5,-1,7,15,12
-9,18,-13,1,-1,2,12,6
19,61,26,44,32,44,51,56
33,115,68,90,72,97,93,112
-61,19,-11,3,-9,-3,6,15
-46,19,-10,6,-8,2,8,23
-45,29,-5,12,-1,11,15,33
-89,34,-7,12,-2,10,13,30
-75,31,-2,16,4,12,19,36
-68,32,0,16,3,16,20,39
-72,30,-4,12,-1,13,17,31
-99,26,-8,8,-3,9,11,20
-105,25,-7,10,-2,11,15,23
-107,25,-8,12,-2,8,12,21
-111,25,-7,11,-1,10,16,24
-136,24,-10,6,-4,7,11,23
-128,25,-5,11,0,8,15,32
-150,21,-11,5,-6,0,11,24
-142,24,-7,10,-2,7,15,32
-163,21,-11,5,-5,0,13,29
-159,21,-8,4,-1,4,13,31
-175,18,-13,4,-7,2,9,26
-176,21,-11,4,-5,3,11,24
-187,18,-12,3,-5,1,9,29
-190,18,-13,2,-9,0,11,29
-187,21,-11,4,-1,0,14,33
-201,18,-13,0,-9,0,11,31
-193,17,-13,3,-7,3,13,32
-196,15,-13,3,-6,0,12,34
-199,16,-13,0,-10,0,12,32
-210,15,-16,0,-9,-2,10,28
-205,14,-14,0,-8,-1,13,24
-206,15,-13,-1,-9,-2,10,24
-211,13,-15,-1,-10,-2,7,23
-206,14,-16,0,-9,0,11,25
-208,13,-16,-1,-10,-1,10,24
-206,11,-15,-2,-9,-1,9,23
-211,11,-17,-2,-10,-3,8,22
-205,10,-14,-4,-10,-2,9,23
-207,10,-15,-2,-10,-4,8,20
-207,9,-16,-2,-11,-4,8,20
-209,10,-17,-4,-11,-4,7,17
-206,8,-18,-5,-11,-6,5,8
-199,8,-18,-4,-12,-5,5,9
-197,9,-18,-6,-12,-5,5,9
-196,7,-18,-7,-9,-5,5,9
-189,9,-18,-7,-12,-5,5,8
-184,8,-17,-6,-11,-7,6,13
-177,5,-18,-6,-9,-5,4,13
-174,4,-21,-8,-15,-8,3,10
-165,6,-20,-8,-14,-5,6,12
-153,6,-19,-8,-14,-6,8,8
-147,4,-20,-9,-13,-7,3,7
-138,5,-20,-7,-13,-7,3,5
-133,4,-22,-9,-14,-8,3,0
-120,4,-20,-7,-15,-5,4,5
-113,5,-19,-7,-15,-8,3,8
-99,2,-18,-9,-14,-6,5,7
-92,0,-23,-9,-16,-10,3,7
-81,2,-23,-11,-15,-8,5,8
-72,0,-23,-9,-16,-10,2,9
-58,3,-21,-11,-13,-8,6,9
-44,2,-21,-9,-16,-9,3,10
-37,1,-21,-10,-15,-9,2,8
-19,1,-21,-9,-15,-11,3,9
-7,1,-22,-8,-16,-10,2,8
9,1,-22,-8,-14,-10,4,8
16,3,-22,-10,-14,-9,3,3
36,1,-22,-10,-13,-8,3,3
44,0,-22,-11,-14,-12,2,3
59,0,-24,-9,-16,-10,3,5
74,1,-23,-10,-13,-8,3,4
90,1,-22,-9,-15,-11,4,8
105,1,-23,-10,-13,-9,4,5
120,-2,-23,-9,-17,-11,2,0
141,1,-22,-10,-13,-9,4,5
155,-1,-21,-10,-13,-9,3,3
165,0,-23,-10,-17,-10,4,-1
182,0,-23,-11,-18,-12,4,-2
195,0,-23,-11,-16,-13,2,-1
213,0,-24,-12,-17,-13,2,-2
229,-1,-23,-11,-13,-12,0,3
239,-1,-22,-12,-16,-10,2,0
277,2,-21,-9,-14,-8,4,3
368,3,-15,-2,-10,-1,11,8
537,3,-15,0,-8,3,13,12
498,-3,-30,-16,-22,-20,-4,-7
308,-9,-41,-31,-33,-33,-18,-26
285,-6,-29,-21,-23,-24,-11,-14
412,8,-7,5,1,5,19,18
931,13,0,17,8,20,31,28
1209,-1,-24,-9,-15,-8,3,0
561,-11,-44,-36,-39,-37,-23,-27
492,-11,-38,-29,-31,-32,-16,-19
564,3,-13,-3,-7,-1,11,8
767,9,-7,8,2,10,21,25
920,1,-18,-3,-11,-3,8,8
744,-6,-32,-19,-25,-20,-7,-16
666,-7,-31,-23,-26,-21,-10,-18
666,-2,-23,-15,-18,-13,-4,-6
716,2,-16,-6,-9,-4,8,7
810,3,-12,-1,-7,3,14,15
849,1,-20,-7,-12,-8,8,8
796,-4,-26,-16,-20,-16,-2,5
747,-2,-25,-17,-20,-17,-1,10
741,-3,-22,-12,-16,-9,2,17
770,2,-18,-6,-10,-6,9,25
811,-1,-18,-9,-11,-9,6,24
765,-67,-79,-72,-72,-78,-59,-72
790,-31,-45,-40,-38,-39,-22,-57
806,-10,-27,-20,-15,-18,-3,-20
760,-30,-45,-42,-38,-42,-27,-54
783,-23,-36,-30,-27,-29,-12,-43
821,-19,-32,-25,-23,-24,-7,-36
819,-18,-36,-29,-26,-23,-10,-38
781,-17,-36,-31,-25,-28,-13,-40
782,-15,-30,-24,-22,-24,-8,-34
791,-12,-27,-22,-21,-21,-6,-32
791,-12,-30,-22,-21,-21,-8,-33
785,-13,-30,-25,-23,-22,-10,-38
780,-14,-30,-26,-23,-24,-12,-38
777,-12,-31,-22,-21,-24,-10,-36
752,-12,-32,-23,-25,-24,-10,-35
754,-11,-28,-23,-20,-20,-7,-25
767,-6,-24,-20,-18,-14,-2,-17
755,-8,-29,-20,-20,-18,-4,-18
739,-10,-28,-20,-21,-20,-7,-16
727,-8,-29,-20,-22,-17,-4,-14
726,-7,-27,-17,-20,-16,-2,-8
712,-6,-27,-17,-19,-19,-3,-9
701,-7,-27,-18,-18,-16,-4,-9
693,-6,-27,-16,-20,-17,-3,-12
683,-7,-26,-16,-20,-16,-4,-12
671,-5,-23,-15,-18,-13,-2,-10
659,-4,-23,-16,-17,-12,-2,-4
656,-2,-23,-12,-17,-12,0,-1
642,-1,-24,-14,-18,-13,0,0
632,-2,-24,-14,-17,-15,0,0
623,1,-23,-12,-16,-13,0,-1
614,0,-22,-11,-15,-12,3,1
604,2,-22,-12,-15,-12,2,-1
593,1,-22,-11,-16,-9,-1,-1
585,2,-21,-11,-16,-10,-1,-4
580,2,-22,-10,-15,-9,0,-7
567,3,-22,-9,-16,-13,-1,-7
557,4,-21,-10,-15,-11,0,-5
551,4,-19,-7,-13,-9,2,-1
543,6,-19,-7,-13,-8,5,2
531,3,-20,-6,-12,-8,3,0
524,4,-20,-7,-12,-6,3,1
511,4,-19,-8,-12,-8,3,1
506,6,-18,-4,-12,-5,3,0
497,6,-18,-7,-13,-5,4,1
488,6,-17,-6,-11,-7,3,2
480,6,-19,-6,-11,-1,4,3
470,7,-16,-4,-9,-6,4,3
455,6,-18,-3,-10,-6,2,5
445,7,-17,-5,-12,-4,5,5
439,8,-16,-4,-9,-7,4,5
432,8,-16,-3,-10,-5,5,7
422,9,-18,-1,-9,-4,6,9
414,7,-17,-5,-10,-5,6,10
405,10,-17,-3,-10,-2,6,8
398,9,-16,-3,-10,-1,7,13
394,11,-14,0,-5,-2,6,8
387,10,-14,-2,-8,-1,6,8
383,13,-14,-1,-6,-2,7,15
378,11,-15,-2,-7,-1,8,15
373,11,-15,0,-5,0,9,16
367,12,-14,-1,-6,-1,8,16
359,12,-13,-1,-8,0,6,17
357,10,-14,-1,-9,-3,6,17
356,11,-15,-1,-8,0,7,17
